judul,url,sumber,tanggal,ringkasan,keyword,metode_scraping,konten
"Pejabat DKI Bisnis Padel, Berburu Cuan Tapi Bikin Galau Warga - Radarnonstop.co",https://news.google.com/rss/articles/CBMimwFBVV95cUxOTmxKb19OVjZkaFNpejVSRlRUazEzMGx2Tk9RYnRnUHBDN2ttRF91T01HTFp4NVBRYVlHVUgyZHBTcDNURmktTmQ2dkZfS3RubFZ2LTBRTXRQNThBM2lleHpEN05saVBFZVZpOERkUnR6NF9Oc0NvRDhkOE5HQUNYRnFISzNtS21HNWJKTnpRVFUzZm1TVnNhNzJWUQ?oc=5,Radarnonstop.co,2026-02-23 22:04:50,"Pejabat DKI Bisnis Padel, Berburu Cuan Tapi Bikin Galau Warga&nbsp;&nbsp;Radarnonstop.co",padel sport,google_news_7d,"Pejabat DKI Bisnis Padel, Berburu Cuan Tapi Bikin Galau Warga&nbsp;&nbsp;Radarnonstop.co"
"Pramono Tegaskan Aturan, Lapangan Padel di Area Perumahan Hanya Sampai Jam 8 Malam - JPNN.com",https://news.google.com/rss/articles/CBMiqwFBVV95cUxPQjJfbTVGb1pHN2lncGpsZ0dwZzZLeWJ1ZzI0Um9rNWZ0Tm1lbzFGWEwweU1uQzR0VmFmZEhzV3FLNGFIay00clhsTlFxRFMtaGRQUFluT05oR0JjR21qSlZhcjJnSl8wN3pXUHc2aFJHRVRjMzVnVVhQMlhJeDZ1QzBqNHlidXJINnVoY3poRGJITFB5Qk1kWFFIeTNYN01MTmI3X29nWG1zaXPSAa4BQVVfeXFMT3JpMjM4dEJ0ZkJHNzRHNnVCVGRxTEVRMFRUNVRCQzBWcFNQbElXUElhVTE3UlFSMmNPMlBpMmRDZTZxNGpZQkpjNjdGeG0tZDNOb1hjSDFKcHlZd3YzSXFxalBwWjBpYnppVjFTX2N1RVlqS3M4Tkltb2FWejhzTWQydUhLZnI4bG8wUW05MUc2d2xFMlJ0Umd3ckFnV0ZZWThHNlJQemlRSGtzVmt3?oc=5,JPNN.com,2026-02-24 06:49:00,"Pramono Tegaskan Aturan, Lapangan Padel di Area Perumahan Hanya Sampai Jam 8 Malam&nbsp;&nbsp;JPNN.com",padel sport,google_news_7d,"Pramono Tegaskan Aturan, Lapangan Padel di Area Perumahan Hanya Sampai Jam 8 Malam&nbsp;&nbsp;JPNN.com"
"Mulai Pekan Depan Lapangan Padel di Jakarta Akan Ditertibkan, Tak Kantongi Izin Warga Bakal Ditindak - Tribunjakarta.com",https://news.google.com/rss/articles/CBMi3gFBVV95cUxQV05kZ29WV1BmcWhTM29hWEMxQThpeXN5R0w5UkxveEVEMl9vdmJiS0l4Z2ppOG5JSlVVSVVDcWtfaWJpbGU4dk8tVjBPYVZrZXE1eFAtS0VrejV5UjJPbnFMbERjRmhMMGw1Y25Xdm5URDNkbDFzanZXZjNTa09Ja05QdHRMX3JHMC0yaDd6VUc2YmZDY1ZDYl9yd1FER3czQlNtRUdGd29uZjhJSkRvaEVkUW5VYUZOY2hlUmtmZzRZUEE3bFBqb25hY213R0ZnbjYyQlZqSXlYb1Bkb1E?oc=5,Tribunjakarta.com,2026-02-23 11:52:49,"Mulai Pekan Depan Lapangan Padel di Jakarta Akan Ditertibkan, Tak Kantongi Izin Warga Bakal Ditindak&nbsp;&nbsp;Tribunjakarta.com",padel sport,google_news_7d,"Mulai Pekan Depan Lapangan Padel di Jakarta Akan Ditertibkan, Tak Kantongi Izin Warga Bakal Ditindak&nbsp;&nbsp;Tribunjakarta.com"
"Bising di Permukiman, Pramono Anung Siapkan Aturan Jam Operasional Padel - Cobisnis",https://news.google.com/rss/articles/CBMilwFBVV95cUxOZUN5VTBqVlRiZnhoN2lzcUh6V1NjLWdVdkoxWDJLNTAxQTZjWDRKdTVBZW51Vy1ldGZhTGd5ZWpxUUVoM1ZENDZKNlBNS3d1UURwc2JkNHljY1BCaEt3SWxYdUNDMF9QeXFKSEtvUmJoSXdObXczRm1qOTVNNm5yT0tlMHlyZWs3V2xqOFItUEdtdlBMbEU4?oc=5,Cobisnis,2026-02-24 04:17:00,"Bising di Permukiman, Pramono Anung Siapkan Aturan Jam Operasional Padel&nbsp;&nbsp;Cobisnis",padel sport,google_news_7d,"Bising di Permukiman, Pramono Anung Siapkan Aturan Jam Operasional Padel&nbsp;&nbsp;Cobisnis"
Ini Lokasi Lapangan Padel Gratis Pemprov DKI Jakarta - news.fin.co.id,https://news.google.com/rss/articles/CBMijwFBVV95cUxOZWNEY3p3MVU5RS01U3hDWEszNWpoTGFNUEpybXZsYXZCLVJrVVNDTmdZSWhPbzBrYzFVX2xKUkM4cUk4SzRESGd6RUVzRWVNaFRHV3luMEphYWJ0ejJEYlR5a2o1RGkwdE9vUU1DVUhDczJoc3JtUjRfZ0Jtbk04Rjd0Z3RRdmNrYW9FZXc5QQ?oc=5,news.fin.co.id,2026-02-24 10:26:56,Ini Lokasi Lapangan Padel Gratis Pemprov DKI Jakarta&nbsp;&nbsp;news.fin.co.id,padel sport,google_news_7d,Ini Lokasi Lapangan Padel Gratis Pemprov DKI Jakarta&nbsp;&nbsp;news.fin.co.id
"Izin Lapangan Padel Di Jakarta Diperketat, Jam Operasional Dibatasi Pukul 20.00 - RM.ID",https://news.google.com/rss/articles/CBMivwFBVV95cUxPNjRMQU1TRndxQjFDckppcDdZUWVsNFh0NGhTaGRfeHgyQzd3a2I1czFOZWwyVDVSWXdndDd1ckowZWxlMFczMWJPQUVsdG91SHY5amstbXRqS3VSZlpxVFZDTjFJYVlrUjA1TXFBTjFuZTV1Y25sVFQ3YUZoNG9wa0Y1X0dBN3VrZGNfRVRSQjhBZ05Jd3R1Y2ZnTjZCcEZrRXBQSVVJMGRlYVJ3VWhra1ZvRmRZalZQMWd2blRpWQ?oc=5,RM.ID,2026-02-24 06:08:00,"Izin Lapangan Padel Di Jakarta Diperketat, Jam Operasional Dibatasi Pukul 20.00&nbsp;&nbsp;RM.ID",padel sport,google_news_7d,"Izin Lapangan Padel Di Jakarta Diperketat, Jam Operasional Dibatasi Pukul 20.00&nbsp;&nbsp;RM.ID"
"185 Lapangan Padel di Jakarta Tak Berizin, Pramono Anung Ancam Tutup Massal - Tribunjakarta.com",https://news.google.com/rss/articles/CBMivAFBVV95cUxPSkMtSkk4N0p4TkExUV8xTEo0Z2dhdEs2dmJmdGY0V28wdGpWLUswQ0xTb3Z2VzI2TEJaRm5TMXYtVS1tWU1pQkNYODZMcWhZS19aSlI1eDBoa3Rmck0tTm9oZmxxbE1oZGFqUGd1Mm4xUFB5WEd1cmxSMXduQVhtRXI5eElJYjFHcG1HZU0tRFVORzFXVVVITjVyXzd6WElHMTkyZ2RSbHptSTF5cXZ5d0ZlejdqMDI5Mlo2cA?oc=5,Tribunjakarta.com,2026-02-25 00:59:15,"185 Lapangan Padel di Jakarta Tak Berizin, Pramono Anung Ancam Tutup Massal&nbsp;&nbsp;Tribunjakarta.com",padel sport,google_news_7d,"185 Lapangan Padel di Jakarta Tak Berizin, Pramono Anung Ancam Tutup Massal&nbsp;&nbsp;Tribunjakarta.com"
Polemik Padel Jakarta: Pengelola Lapangan Ungkap Cara Ambil Hati Warga - BeritaSatu.com,https://news.google.com/rss/articles/CBMitwFBVV95cUxQTFd5OEh0c0hmOXNkaGFKdW9kVVJOZWdjN0tYWFNzbUhxeXRhcmRmbmRpX1dFSTU1bUItbDBJUVNfS2g5ODcycExTWlRpRUZWVmIzUER5bWFGY0lKQlV1SklSMnZQV1dYQ2w0X1llWHRyMHdJWDBvck9YRjlWVU5aNTFmUnlQSVBTRjY3LW1qb3gtUTNUVjJtOXNvMG9wQ3p6NzhxZFFDWmM5c29LOGxhTlVHOU43cHc?oc=5,BeritaSatu.com,2026-02-24 04:19:11,Polemik Padel Jakarta: Pengelola Lapangan Ungkap Cara Ambil Hati Warga&nbsp;&nbsp;BeritaSatu.com,padel sport,google_news_7d,Polemik Padel Jakarta: Pengelola Lapangan Ungkap Cara Ambil Hati Warga&nbsp;&nbsp;BeritaSatu.com
Ketua Komisi X DPR Minta Pemda dan Pengelola Batasi Jam Operasional Lapangan Padel - Liputan6.com,https://news.google.com/rss/articles/CBMiwwFBVV95cUxOQThhTjU5bDFZNTJBeDl5QS1iT1ltdmpZM0x2Wl9QU29seUZrZkl5cFBUQWZNNVFDY2JRMTBfT0hTbXA1RXNmV3dDblpPT1NzN204VVdadjRUeTJPMzFGTkU4UmJzSGZYQW8wN213TFRZTndlTTRLVXlKSTBOclY2alZEUTNlaGNsN05LODdDUDFpR1plekhXUTBQQk5RWnMxT21ncmdwRjVsSGEwODRLSXlDREJIMTdTZ1lnSE1iaXBmLXM?oc=5,Liputan6.com,2026-02-20 06:55:03,Ketua Komisi X DPR Minta Pemda dan Pengelola Batasi Jam Operasional Lapangan Padel&nbsp;&nbsp;Liputan6.com,padel sport,google_news_7d,Ketua Komisi X DPR Minta Pemda dan Pengelola Batasi Jam Operasional Lapangan Padel&nbsp;&nbsp;Liputan6.com
Pedagang Lokal Berharap Berkah dari Ramainya 'Kampung Padel' - HarianBasis.co,https://news.google.com/rss/articles/CBMiekFVX3lxTE5FeUVLOGhzaEg2UWQ0VDUwTnBrT2p2NV93WU01Y0VUTG9wVjRaRDVvU0xVb2h1RFpNRVgtcG1QdHQzSWxvQ080eXpNSlJxYVR6S09DNk1DMUZ3bURPTlFsMXZQbk5kREdGTTBDRTlwVGNoX0w0amdoOHVB?oc=5,HarianBasis.co,2026-02-24 09:05:09,Pedagang Lokal Berharap Berkah dari Ramainya 'Kampung Padel'&nbsp;&nbsp;HarianBasis.co,padel sport,google_news_7d,Pedagang Lokal Berharap Berkah dari Ramainya 'Kampung Padel'&nbsp;&nbsp;HarianBasis.co
"8 Momen Artis Tetap Olahraga di Bulan Puasa, Nge-gym hingga Padel - IDN Times",https://news.google.com/rss/articles/CBMimgFBVV95cUxOZU5CR3dKa2tiQ3lUU21NYXU2QnZVNUZ2SWNvTDQ3SkM2UmhHT1M4RThhMnRfZ0xWWU10NGw2NUkybWFBTDk4WDVhaVI1a1dNZk1ZbXMwSldQSWNDS2Y2UDBoc3duenFJd0dmVVA1Uy0tTFRRd2tnUExRQmhwXzBWc2hxX3Yyb0psc1VzM0g5cGx4b3ZKald6clJB0gGfAUFVX3lxTE96cDVsU0ZyZmJuV1I0ZlVSb0p6dEk0Z0JXTGN1LXhaUlg4RVl4NzczN0FyVHZLTGFienhuTVNDNGhLcWFqMXVYNUtnTHJNZVNFWjV5MlNBZUV6bDBXSEZ3TG9GTkVFQktBT0ppSFZqcXFUakZDNDRUay1GSGZJVXFGQmR5bXhTMV8wQnQxYUExVGNmM043bnFTaTZWeWdHSQ?oc=5,IDN Times,2026-02-22 08:08:00,"8 Momen Artis Tetap Olahraga di Bulan Puasa, Nge-gym hingga Padel&nbsp;&nbsp;IDN Times",padel sport,google_news_7d,"8 Momen Artis Tetap Olahraga di Bulan Puasa, Nge-gym hingga Padel&nbsp;&nbsp;IDN Times"
"Olahraga padel - Tokoh Publik dan Eks Atlet di Sulsel Unjuk Skill, Duel Sengit Senior Padel Tersaji Malam Ini - Bukamatanews.id",https://news.google.com/rss/articles/CBMi_wFBVV95cUxPMjFmMVBFUjNBTjE3YmUwdkdPNGFRaWQwUzBiTUJtdHVfSUZSd3o4Qm1rMTZCWnFOaG9iZ0w0ZXNqRmFlU3ZvbjhjX0tJYVRxYlFNdkVncm1lNUxZQmh2RklzT2o5eW5BUG5DSGdHbHg2MWdaVXV0UmN0Szh6cTNSSFlQT0tlMGNEcVFhNDBIeEM4cFZWdEZhQnYza1RNNEQ2dXZTS25XV0M3SmtNV1ZkRE55RGlrdmk1bS13RjlBVlM3OGlacjFBQXlaNjgwQXgxTWdHSUowZTNvbkk2UHNxaXR2bkpwYXhGWlBMRXE5VVJEZGJnaEVNVE5iQ2doM1E?oc=5,Bukamatanews.id,2026-02-25 04:56:32,"Olahraga padel - Tokoh Publik dan Eks Atlet di Sulsel Unjuk Skill, Duel Sengit Senior Padel Tersaji Malam Ini&nbsp;&nbsp;Bukamatanews.id",padel sport,google_news_7d,"Olahraga padel - Tokoh Publik dan Eks Atlet di Sulsel Unjuk Skill, Duel Sengit Senior Padel Tersaji Malam Ini&nbsp;&nbsp;Bukamatanews.id"
Loyalitas Tanpa Batas! Federico Chingotto Ingin Pensiun Bersama Galan - Bolasport.com,https://news.google.com/rss/articles/CBMirgFBVV95cUxNcmVYaXEwcktsZXFGZmpVNC1GcHRDbGhWWVBkcHF2dDhDU3Brdkt3ZURWeTJRZWt4aDd1UVg2aV9fZjE3aS1SRXhpY0d3UjFHT3RRVWZmcmpOeS1zSXcyNzBsbFRINzY5YTVWdS1mbFhUbFI1cmdrYWpEejlqYWRmckpNZnM1UWtSYUJqRXhValNwNjNtdjBsVHV5TmVqX1BMcThrazVBQVNYU3U5ZmfSAbMBQVVfeXFMUHBNVGEwTmYxZ0hUcG9MOWJzWG1mZGkycEZ4WVRXZDJyRkJ3MVpFZDc2N21WdTNwS2ZQelBURTNLZFgyUUtobTlXNnZjd2JjSnlSZTY1VmxmSVFHS1lKM2VsaXdZMDNRRk9EdldUTDRYRGlGRHpoSzRPaG5rbWgyTGVtRVdEZnp0ZlpTaEpZSjBvMmlnTWZ5T0pFN0NlMFRKX2M2SU44WXZDdkpLQnAzUjh5QTg?oc=5,Bolasport.com,2026-02-22 16:12:00,Loyalitas Tanpa Batas! Federico Chingotto Ingin Pensiun Bersama Galan&nbsp;&nbsp;Bolasport.com,padel sport,google_news_7d,Loyalitas Tanpa Batas! Federico Chingotto Ingin Pensiun Bersama Galan&nbsp;&nbsp;Bolasport.com
Pramono Larang Lapagan Padel Dibangun di Tengah Permukiman - Katadata.co.id,https://news.google.com/rss/articles/CBMisAFBVV95cUxOc2cwbFpObDR1X2FrY1J5RFdDZ0V3MGh6aVpBSGZPc0ozLWVKOW42cjFRRTlnYUFjaDFDSUhUeWhhNnR2Q1F5TkRYa0JxNENhLUJBTENmZXBYckxnNkVHdUZyN1VITExMNHBycXNrVG9YRWd5WlZUeWxDTmRiMUJsNmRIZVBaZEI3bl9kWFdXNFJKelA4S2p3UC1uWmpCSFBFcUVqOC0zODJ2cklkeDFZZtIBtgFBVV95cUxOOV9NMm5JcG5QYmN5UjNWNXkxbUVzRzlZaUo4RGk4OHlmbU5FS0IyT0JzYkpFakJyb3lvd1lHMXdJT1VMem9LTFo5dzlsMXh4NnZYWjFlUEJQSUJLVFNONGRFc3dwbWtfaE5Ub2dMb1VfVjgtWElyckszeFlUZTZPNzktaXU3WVVCbzBnM3ZUcEhZdDZnWUtNMm9WelZIQXZQYXptWHhBNEphV1pLM0RjU1ZQXy1FZw?oc=5,Katadata.co.id,2026-02-24 05:56:00,Pramono Larang Lapagan Padel Dibangun di Tengah Permukiman&nbsp;&nbsp;Katadata.co.id,padel sport,google_news_7d,Pramono Larang Lapagan Padel Dibangun di Tengah Permukiman&nbsp;&nbsp;Katadata.co.id
Hampir Setengah Lapangan Padel di Jakarta Izinnya Bodong - merahputih.com,https://news.google.com/rss/articles/CBMilwFBVV95cUxNZklKM21kQnllb1FNbjlnQjh4cnN6VFF0RW55MnVrLTg2Y1k5LTEwQXpTZE9ZRFdxdlk4bWtFNm9RZjZqN3Z6TTlUNFZtR0xRVHFQZXRETUdwZVppZDFqNE1VdnFpUG5MelZoWTdpVUNTZGh6RFI5Q0RVY0t3YU1ic0lyZ2VESUQwa2c0WGt4VVhUUEZrb1VJ0gGXAUFVX3lxTE1mSUozbWRCeWVvUU1uOWdCOHhyc3pUUXRFbnkydWstODZjWTktMTBBelNkT1lEV3F2WThta0U2b1FmNmo3dnpNOVQ0Vm1HTFFUcVBldERNR3BlWmlkMWo0TVV2cWlQbkx6VmhZN2lVQ1NkaHpEUjlDRFVjS3dhTWJzSXJnZURJRDBrZzRYa3hVWFRQRmtvVUk?oc=5,merahputih.com,2026-02-23 08:00:00,Hampir Setengah Lapangan Padel di Jakarta Izinnya Bodong&nbsp;&nbsp;merahputih.com,padel sport,google_news_7d,Hampir Setengah Lapangan Padel di Jakarta Izinnya Bodong&nbsp;&nbsp;merahputih.com
397 Lapangan Padel di Jakarta Disisir! Gubernur Pramono Siap Sikat dan Cabut Izin yang Bandel - iNews.ID,https://news.google.com/rss/articles/CBMiyAFBVV95cUxQbWFraktmU1ltZmFrWVJJOWhCblhoY2dQZHlRU0lwaWpkaHBTUEFINjE2T19ER293bWRwZ3E1N2NrSWFKbmpvZ0ZwZkNwTmllbFM5akxrX3FyWlM4cFpScWVtTDZhVDJlYXFfajB3OVE3YW5lX2ptYlBqWk5WVklVM3hjNTN3eTdpRXZ2QlhWVzFSdU42dnZTc1ZhU0hPdDVlMjdOTm1EWlpkU29vdU1OYXQzLTVhdDR3MzBkdTg3bGRTZVFibV9hdNIBxwFBVV95cUxOUWNzWjkzLWhhTHZCMklLUk45NWVTSlcySDR4NzBKSXc2TUFNZVpSdmtibmJTRS00cHFzeGRod2pIRzgyMG1kYUo1Wi1RYTlLdXVHUnlNd2JWM0VwT3NRdk4yV2FqdWJDd2NMX2lsYXEwdnZkblNsZ3BUYk1kOTFLZHo0UzJuUy1BRm5wcmV2M19OVWNxVEYxWE9HNVdMSXZGTXJfbXl5LXhCNGJZczg4M0tISkd5NDFaZXVtemxZaTBnRHU2b0dB?oc=5,iNews.ID,2026-02-24 09:19:16,397 Lapangan Padel di Jakarta Disisir! Gubernur Pramono Siap Sikat dan Cabut Izin yang Bandel&nbsp;&nbsp;iNews.ID,padel sport,google_news_7d,397 Lapangan Padel di Jakarta Disisir! Gubernur Pramono Siap Sikat dan Cabut Izin yang Bandel&nbsp;&nbsp;iNews.ID
"Aktivitas Bising Lapangan Padel Dikeluhkan Warga, Pramono akan Tindak Tegas Jika Izin tak Lengkap - republika.co.id",https://news.google.com/rss/articles/CBMi2gFBVV95cUxNakt2YlZmalRQdzkzLU16VVVzdHBSUkh0dnJCTDBLR2ZobGwyMW9rQzAwcUdJek1idTlVck1HTDNhNkJTOVhNbktTdnI2M2RzQXNla0Vqci16cFFRSTNhU1U4bmoyakZrMTNvR3FmVWtqS19YZmtJeEJqS2NJUkVfajF2YlB6bjdjOWp4S2FEcDhDaWVqMmx1T3N5MTNqaGVibktLOFItNXNxUWkyMFZZUy1hV2cwUHN4b1hhSmtsQllCRjUyaEVwVGZONDJpa1hjYmJuQUhzaWtJdw?oc=5,republika.co.id,2026-02-20 10:16:27,"Aktivitas Bising Lapangan Padel Dikeluhkan Warga, Pramono akan Tindak Tegas Jika Izin tak Lengkap&nbsp;&nbsp;republika.co.id",padel sport,google_news_7d,"Aktivitas Bising Lapangan Padel Dikeluhkan Warga, Pramono akan Tindak Tegas Jika Izin tak Lengkap&nbsp;&nbsp;republika.co.id"
Pemprov DKI Kendalikan Ledakan Lapangan Padel Demi Kenyamanan Masyarakat - GoNews.co,https://news.google.com/rss/articles/CBMiuAFBVV95cUxOc1hSM3RNOUF5LTYwWTlZNTZkQjNjdDlBTV8xb2ZtNU1HeUY1bGswdXhETVJPcHZWcnk0ZHpndElIb0V5a2p6UW9CVjdQR2NnbWRIclRKbGJuUUllQ0ZzYzA4bnJacUtUdzdhMEhaRUtSTUd3aV9yUUNtWFJXMi1fdC1JYWtTRmxVc2VUZkZRZHF1aGduWmFrSGc2c3F0ZktTazIwemVVRExSRExGOGRhaGlIUXZwdmxB?oc=5,GoNews.co,2026-02-24 07:17:00,Pemprov DKI Kendalikan Ledakan Lapangan Padel Demi Kenyamanan Masyarakat&nbsp;&nbsp;GoNews.co,padel sport,google_news_7d,Pemprov DKI Kendalikan Ledakan Lapangan Padel Demi Kenyamanan Masyarakat&nbsp;&nbsp;GoNews.co
"Pramono Respons Aduan Warga, Jam Operasional Lapangan Padel Bakal Dibatasi - merahputih.com",https://news.google.com/rss/articles/CBMiuAFBVV95cUxNNE9KME9McnVITHc5Rk93RnROR1ZJdkFGVTFTaXY0Q3hhNmlUWFhqb0t6SkhNRi1Qek5yTUIwYnN5SzllQnBzTHJ3WnRFYWpna0RTbWQ3MUowZzJ3OW9ZY1QybUVQYng0OFdMWUM1YXk2YXZjZG10eXl3d1E4bGh4RnBFWkIzTVZyR1FnM19kVExoV2dHMTV0MVRDUFVfZjJkbXNDaTZZNEdiY1VxLWZrbnBNWnJObGVk0gG3AUFVX3lxTFBLTG9TMDhkdUw2eUxzMU1PTWoxLTJXZlRxNEJtUWZrTHNKaHpyeFMtdXBZSzBWUjh3d0J3ZzJYQVhfWXdqT3EySXVPWl9sdWVxYTFKeGVHZ3dCWko3S0hPdlY4RlBoVUwxNHo4Z3cxU3dmcFItUFpEa3cwWDNqSjVFcU5kZVludVc4QW5UQjAzMm53MUZjTnJneGgwWEZCTU9qRDQ5b2JjNldTaGZEel9HZ1hxdGZrbw?oc=5,merahputih.com,2026-02-24 02:16:00,"Pramono Respons Aduan Warga, Jam Operasional Lapangan Padel Bakal Dibatasi&nbsp;&nbsp;merahputih.com",padel sport,google_news_7d,"Pramono Respons Aduan Warga, Jam Operasional Lapangan Padel Bakal Dibatasi&nbsp;&nbsp;merahputih.com"
"Gawat! Bos Padel Siap-Siap Digusur, Pramono Anung Ancam Bongkar Ratusan Arena Tanpa Izin di Jakarta - news.fin.co.id",https://news.google.com/rss/articles/CBMiywFBVV95cUxOMEJUUmxlMExaMDZwWXFpSEhUYWJFY1NjSTI5Q3ZqYWNTcHU5YV9mXzBTRVo1MVhuTW8zWVdDMDI1ejVRbWswdDdZS2FPTlFxTDlCMGZJY2JyMGkzN1NIOVhHUFpxeVh5VDBWV3hPUEVyVXpEMVpSRXNMSVEwU2tQckM1c0xBdkxOX3lqN28ycHBSUmlMZnlVNEh4SjB0T3U4b25FM1E1TnVYd2ZBS1NPd2VmaDBOX0Z1c1VNdWtMdEFjX0I1SEFHMXVaMA?oc=5,news.fin.co.id,2026-02-24 08:32:41,"Gawat! Bos Padel Siap-Siap Digusur, Pramono Anung Ancam Bongkar Ratusan Arena Tanpa Izin di Jakarta&nbsp;&nbsp;news.fin.co.id",padel sport,google_news_7d,"Gawat! Bos Padel Siap-Siap Digusur, Pramono Anung Ancam Bongkar Ratusan Arena Tanpa Izin di Jakarta&nbsp;&nbsp;news.fin.co.id"
"Lapangan Padel Dikeluhkan Warga karena Bising, Legislator Minta Pemprov DKI Evaluasi Izin - Tribunjakarta.com",https://news.google.com/rss/articles/CBMizwFBVV95cUxOUmM3WmNUUjVsRF90R3g4NFNBa3JpaFhsaUZjZWozQmpYU2J0Nl9hTUxueU5Jd3M5YXpFbkZFb0xfRDQ0LV9aSjdXUnVJTjVYYnFjTlN1akFuVHJtZTA4NUF0VnZwWnJ2emhfQjdVanFVeTQ1WFdZTlJlVGRWbmhBd2dnSkVKbXhndlJTUDFWVXE5OHdTeV9OdUEwN1VGelpWbkxXbWZJb0VmTkZ6eklld0JNTG1idHlLVE9XcTJraEdGRzhYaU9jY0VLdm5WT28?oc=5,Tribunjakarta.com,2026-02-24 04:50:53,"Lapangan Padel Dikeluhkan Warga karena Bising, Legislator Minta Pemprov DKI Evaluasi Izin&nbsp;&nbsp;Tribunjakarta.com",padel sport,google_news_7d,"Lapangan Padel Dikeluhkan Warga karena Bising, Legislator Minta Pemprov DKI Evaluasi Izin&nbsp;&nbsp;Tribunjakarta.com"
"Berita Indonesia terkini politik, ekonomi, megapolitan , senayan, nasional balaikota, olahraga, lifestyle dan hiburan ditulis lengkap dan mendalam. - Radarnonstop.co",https://news.google.com/rss/articles/CBMinAFBVV95cUxOOTJZOVUzT3hoTXd5WTUydlNsX3V0c2ZMRUZkMHNNNUFsZHRQTXZPSTRJLWZUODZxYVI1ZGNadGwxbkV2SEdzZTlGOGJ0U0lQUzRudkRYUFJMank2RVowTVZGUi1oNzl4VmNzNVNqMC0yb1B3M3hra3NPNW9XR2swMjZoVXoyck9ybU5vYkVaT25iS29rYmxVVEJLLXo?oc=5,Radarnonstop.co,2026-02-24 17:01:32,"Berita Indonesia terkini politik, ekonomi, megapolitan , senayan, nasional balaikota, olahraga, lifestyle dan hiburan ditulis lengkap dan mendalam.&nbsp;&nbsp;Radarnonstop.co",padel sport,google_news_7d,"Berita Indonesia terkini politik, ekonomi, megapolitan , senayan, nasional balaikota, olahraga, lifestyle dan hiburan ditulis lengkap dan mendalam.&nbsp;&nbsp;Radarnonstop.co"
"212 Lapangan Padel di Jakarta Sudah Memiliki Izin, 185 Lapangan Padel Lainnya Belum Kantongi PBG - Wartakotalive.com",https://news.google.com/rss/articles/CBMi2wFBVV95cUxQakg3emRmLWM4Z0k1SXZWMUZJWGFLS1FaT0tSNERzUVFUcmp2T2ZIVEhQNjc3VGM3V3pIcjFFNzNzQXdQdFpybG9tUkdBclk4dExSbUdNamQxajh6eXh3akNzR0lPSEhKUjVDZi1sWjN6dVpNU3VPSlUyeVVMd3E1VzRJX2dOTHl5UHhRa2Q4RUx2X2tkTU9QUkNfTE5YZF9tQURnN1pyeWNEeGoxQnpNZ2ZNNzhiTUJITWFkUXlPWE5RZTNpN0Q3c1VENmt3T2ZVVDhyaWhvLUR6OFE?oc=5,Wartakotalive.com,2026-02-25 03:47:31,"212 Lapangan Padel di Jakarta Sudah Memiliki Izin, 185 Lapangan Padel Lainnya Belum Kantongi PBG&nbsp;&nbsp;Wartakotalive.com",padel sport,google_news_7d,"212 Lapangan Padel di Jakarta Sudah Memiliki Izin, 185 Lapangan Padel Lainnya Belum Kantongi PBG&nbsp;&nbsp;Wartakotalive.com"
Pramono Setop Izin Baru Lapangan Padel di Zona Perumahan - Rmol.id,https://news.google.com/rss/articles/CBMiqAFBVV95cUxNMTVZZDFldHZpOFloNHdsUmZzM3pPbWhDcXZjZ1Y5LWkzWVBidEdXaGw3TUJSenhOUUhBU2tVQ2JRUE1mZWJhNmNBTUhTRTZONlVfeGIxYzQ5akxaY25ERHBfTVA4Q1J0NThFbEQyWE1EMlE1OUdyOTEtc3AtaVdPWUlESklWX0lxZnpnQW9qWDBWcDdmaV9GWTF0YlE4dTFpUVpneXF2dVo?oc=5,Rmol.id,2026-02-24 05:08:00,Pramono Setop Izin Baru Lapangan Padel di Zona Perumahan&nbsp;&nbsp;Rmol.id,padel sport,google_news_7d,Pramono Setop Izin Baru Lapangan Padel di Zona Perumahan&nbsp;&nbsp;Rmol.id
"Kisruh Lapangan Padel, Jakarta Buat Aturan Baru - iNews.ID",https://news.google.com/rss/articles/CBMijAFBVV95cUxPYUFEcU85NGp5cVZ4TGd2Mk00eGxxTHYtS2ZzeThyeVlORHY3V0djWlAycWY0eHNlNzNxc0RCMEVkQkltVGNwNXhjUzJ5dEZmS0VGZDR3cXQ2X21fMU1HTG40b2t4dERNWUE2bDdqcVZqMnpGTGwzUUpjSzhpZ19GUlZKZzc1STlsZThCRNIBkgFBVV95cUxOSHA1a1ZUcXZZcU11SFd5NTFSd0ZRUjBpc2hBTVVlMG5ET2x4MUhKU2R2LW5hTlRDLXR6RFhGV3ROV0tkaVlkX2lpMnpUdDdkUkVqMVZPdi14bGVNTGRjWFV0aVdPdTEzNDlQdmdTSXBtNF9qVG5rQ0xJeUtYY1dHbERxOWNlNU9yLUxQWFp5eElyQQ?oc=5,iNews.ID,2026-02-24 14:55:00,"Kisruh Lapangan Padel, Jakarta Buat Aturan Baru&nbsp;&nbsp;iNews.ID",padel sport,google_news_7d,"Kisruh Lapangan Padel, Jakarta Buat Aturan Baru&nbsp;&nbsp;iNews.ID"
